Rank,1-2-3,N,%,2-3-4,N,%,3-4-5,N,%
776, ray,4,(0.04475), yro,4,(0.04475), lyl,3,(0.03356)
777, reg,4,(0.04475), yte,4,(0.04475), mar,3,(0.03356)
778, rid,4,(0.04475), yth,4,(0.04475), mby,3,(0.03356)
779, rif,4,(0.04475), aar,3,(0.03356), meo,3,(0.03356)
780, rip,4,(0.04475), abr,3,(0.03356), mid,3,(0.03356)
781, rop,4,(0.04475), acr,3,(0.03356), mie,3,(0.03356)
782, rov,4,(0.04475), adj,3,(0.03356), min,3,(0.03356)
783, sam,4,(0.04475), ado,3,(0.03356), mns,3,(0.03356)
784, say,4,(0.04475), aft,3,(0.03356), mon,3,(0.03356)
785, sce,4,(0.04475), aia,3,(0.03356), mpo,3,(0.03356)
786, sch,4,(0.04475), aic,3,(0.03356), mpt,3,(0.03356)
787, seg,4,(0.04475), aif,3,(0.03356), mur,3,(0.03356)
788, sew,4,(0.04475), aig,3,(0.03356), nco,3,(0.03356)
789, sex,4,(0.04475), aiz,3,(0.03356), ndi,3,(0.03356)
790, sid,4,(0.04475), aje,3,(0.03356), nea,3,(0.03356)
791, siz,4,(0.04475), ajo,3,(0.03356), nly,3,(0.03356)
792, sku,4,(0.04475), aka,3,(0.03356), nni,3,(0.03356)
793, smi,4,(0.04475), aku,3,(0.03356), nsa,3,(0.03356)
794, snu,4,(0.04475), alu,3,(0.03356), oak,3,(0.03356)
795, soc,4,(0.04475), anj,3,(0.03356), obe,3,(0.03356)
796, sod,4,(0.04475), aph,3,(0.03356), ocs,3,(0.03356)
797, sop,4,(0.04475), aub,3,(0.03356), oer,3,(0.03356)
798, sue,4,(0.04475), auc,3,(0.03356), ogy,3,(0.03356)
799, sui,4,(0.04475), aup,3,(0.03356), ola,3,(0.03356)
800, sum,4,(0.04475), aus,3,(0.03356), old,3,(0.03356)
801, sun,4,(0.04475), aws,3,(0.03356), oli,3,(0.03356)
802, syn,4,(0.04475), axi,3,(0.03356), omb,3,(0.03356)
803, tai,4,(0.04475), ayi,3,(0.03356), ome,3,(0.03356)
804, tas,4,(0.04475), azz,3,(0.03356), omo,3,(0.03356)
805, tat,4,(0.04475), bac,3,(0.03356), ora,3,(0.03356)
806, tau,4,(0.04475), ble,3,(0.03356), orl,3,(0.03356)
807, tem,4,(0.04475), bol,3,(0.03356), osy,3,(0.03356)
808, tes,4,(0.04475), cho,3,(0.03356), ota,3,(0.03356)
809, tim,4,(0.04475), cin,3,(0.03356), ott,3,(0.03356)
810, tir,4,(0.04475), cke,3,(0.03356), oud,3,(0.03356)
811, tof,4,(0.04475), cor,3,(0.03356), oup,3,(0.03356)
812, tom,4,(0.04475), cra,3,(0.03356), ous,3,(0.03356)
813, too,4,(0.04475), cri,3,(0.03356), owl,3,(0.03356)
814, toy,4,(0.04475), cru,3,(0.03356), owy,3,(0.03356)
815, tuf,4,(0.04475), cta,3,(0.03356), oxy,3,(0.03356)
816, tum,4,(0.04475), cud,3,(0.03356), ozy,3,(0.03356)
817, twa,4,(0.04475), dge,3,(0.03356), pee,3,(0.03356)
818, uln,4,(0.04475), dio,3,(0.03356), phe,3,(0.03356)
819, umb,4,(0.04475), dle,3,(0.03356), por,3,(0.03356)
820, unb,4,(0.04475), dor,3,(0.03356), put,3,(0.03356)
821, und,4,(0.04475), eau,3,(0.03356), rae,3,(0.03356)
822, unl,4,(0.04475), ebi,3,(0.03356), rai,3,(0.03356)
823, unm,4,(0.04475), ebo,3,(0.03356), rce,3,(0.03356)
824, uns,4,(0.04475), ecu,3,(0.03356), rde,3,(0.03356)
825, unw,4,(0.04475), edd,3,(0.03356), rel,3,(0.03356)
826, ure,4,(0.04475), edo,3,(0.03356), rig,3,(0.03356)
827, van,4,(0.04475), edu,3,(0.03356), rit,3,(0.03356)
828, vas,4,(0.04475), eev,3,(0.03356), rka,3,(0.03356)
829, vee,4,(0.04475), egg,3,(0.03356), rne,3,(0.03356)
830, vel,4,(0.04475), egn,3,(0.03356), ror,3,(0.03356)
831, vex,4,(0.04475), elc,3,(0.03356), rot,3,(0.03356)
832, vic,4,(0.04475), elv,3,(0.03356), rre,3,(0.03356)
833, vig,4,(0.04475), emu,3,(0.03356), rsy,3,(0.03356)
834, vil,4,(0.04475), enr,3,(0.03356), rte,3,(0.03356)
835, voi,4,(0.04475), eru,3,(0.03356), rtz,3,(0.03356)
836, wac,4,(0.04475), euc,3,(0.03356), run,3,(0.03356)
837, wag,4,(0.04475), euk,3,(0.03356), rvy,3,(0.03356)
838, wak,4,(0.04475), eum,3,(0.03356), sco,3,(0.03356)
839, wat,4,(0.04475), exi,3,(0.03356), sen,3,(0.03356)
840, wav,4,(0.04475), ext,3,(0.03356), sha,3,(0.03356)
841, wax,4,(0.04475), eze,3,(0.03356), sic,3,(0.03356)
842, wif,4,(0.04475), ezz,3,(0.03356), sid,3,(0.03356)
843, wir,4,(0.04475), fte,3,(0.03356), sit,3,(0.03356)
844, wre,4,(0.04475), gon,3,(0.03356), sos,3,(0.03356)
845, xyl,4,(0.04475), gre,3,(0.03356), spy,3,(0.03356)
846, yow,4,(0.04475), hac,3,(0.03356), ssa,3,(0.03356)
847, abe,3,(0.03356), hai,3,(0.03356), ssi,3,(0.03356)
848, abl,3,(0.03356), hau,3,(0.03356), tae,3,(0.03356)
849, abu,3,(0.03356), hei,3,(0.03356), tem,3,(0.03356)
850, aby,3,(0.03356), hem,3,(0.03356), tey,3,(0.03356)
851, ach,3,(0.03356), hoe,3,(0.03356), tho,3,(0.03356)
852, aco,3,(0.03356), hom,3,(0.03356), tia,3,(0.03356)
853, acr,3,(0.03356), hop,3,(0.03356), tid,3,(0.03356)
854, act,3,(0.03356), hro,3,(0.03356), tie,3,(0.03356)
855, adi,3,(0.03356), hru,3,(0.03356), tti,3,(0.03356)
856, adu,3,(0.03356), hul,3,(0.03356), ual,3,(0.03356)
857, afo,3,(0.03356), ibr,3,(0.03356), uer,3,(0.03356)
858, age,3,(0.03356), ici,3,(0.03356), ula,3,(0.03356)
859, agg,3,(0.03356), ico,3,(0.03356), ule,3,(0.03356)
860, aid,3,(0.03356), ida,3,(0.03356), ura,3,(0.03356)
861, ake,3,(0.03356), iet,3,(0.03356), urb,3,(0.03356)
862, alk,3,(0.03356), iev,3,(0.03356), ure,3,(0.03356)
863, amn,3,(0.03356), iki,3,(0.03356), url,3,(0.03356)
864, ane,3,(0.03356), ilm,3,(0.03356), usy,3,(0.03356)
865, ank,3,(0.03356), imi,3,(0.03356), uta,3,(0.03356)
866, api,3,(0.03356), ips,3,(0.03356), uty,3,(0.03356)
867, aro,3,(0.03356), ird,3,(0.03356), vey,3,(0.03356)
868, ars,3,(0.03356), irs,3,(0.03356), vis,3,(0.03356)
869, art,3,(0.03356), ism,3,(0.03356), vor,3,(0.03356)
870, ash,3,(0.03356), isp,3,(0.03356), vot,3,(0.03356)
871, aud,3,(0.03356), ixt,3,(0.03356), way,3,(0.03356)
872, aug,3,(0.03356), kat,3,(0.03356), wee,3,(0.03356)
873, ava,3,(0.03356), kim,3,(0.03356), wes,3,(0.03356)
874, ave,3,(0.03356), kir,3,(0.03356), wts,3,(0.03356)
875, avi,3,(0.03356), lab,3,(0.03356), yes,3,(0.03356)
876, azi,3,(0.03356), lak,3,(0.03356), yla,3,(0.03356)
877, bac,3,(0.03356), lav,3,(0.03356), yme,3,(0.03356)
878, bad,3,(0.03356), lec,3,(0.03356), yon,3,(0.03356)
879, bak,3,(0.03356), led,3,(0.03356), yst,3,(0.03356)
880, bed,3,(0.03356), lef,3,(0.03356), zel,3,(0.03356)
881, bei,3,(0.03356), lem,3,(0.03356), zza,3,(0.03356)
882, bif,3,(0.03356), les,3,(0.03356), adi,2,(0.02238)
883, bim,3,(0.03356), leu,3,(0.03356), aed,2,(0.02238)
884, bis,3,(0.03356), lga,3,(0.03356), agy,2,(0.02238)
885, box,3,(0.03356), lid,3,(0.03356), alk,2,(0.02238)
886, boy,3,(0.03356), lle,3,(0.03356), ami,2,(0.02238)
887, cak,3,(0.03356), loe,3,(0.03356), amo,2,(0.02238)
888, cei,3,(0.03356), loi,3,(0.03356), aos,2,(0.02238)
889, cir,3,(0.03356), lom,3,(0.03356), arp,2,(0.02238)
890, cis,3,(0.03356), loy,3,(0.03356), arr,2,(0.02238)
891, cit,3,(0.03356), luf,3,(0.03356), asp,2,(0.02238)
892, cui,3,(0.03356), lye,3,(0.03356), ata,2,(0.02238)
893, dad,3,(0.03356), lyp,3,(0.03356), aul,2,(0.02238)
894, dai,3,(0.03356), mas,3,(0.03356), aup,2,(0.02238)
895, dek,3,(0.03356), mbo,3,(0.03356), aur,2,(0.02238)
896, dia,3,(0.03356), mbr,3,(0.03356), ava,2,(0.02238)
897, did,3,(0.03356), mee,3,(0.03356), avi,2,(0.02238)
898, dil,3,(0.03356), mer,3,(0.03356), aya,2,(0.02238)
899, dim,3,(0.03356), mir,3,(0.03356), aza,2,(0.02238)
900, dod,3,(0.03356), mni,3,(0.03356), azy,2,(0.02238)
901, doe,3,(0.03356), mok,3,(0.03356), bab,2,(0.02238)
902, doi,3,(0.03356), mpl,3,(0.03356), bbe,2,(0.02238)
903, dos,3,(0.03356), nac,3,(0.03356), bbi,2,(0.02238)
904, dry,3,(0.03356), nat,3,(0.03356), bet,2,(0.02238)
905, dud,3,(0.03356), ndo,3,(0.03356), bis,2,(0.02238)
906, dwe,3,(0.03356), ndu,3,(0.03356), boo,2,(0.02238)
907, dyk,3,(0.03356), nfi,3,(0.03356), bop,2,(0.02238)
908, eag,3,(0.03356), ngl,3,(0.03356), bum,2,(0.02238)
909, ebo,3,(0.03356), nif,3,(0.03356), but,2,(0.02238)
910, ech,3,(0.03356), nim,3,(0.03356), cad,2,(0.02238)
911, edg,3,(0.03356), nle,3,(0.03356), car,2,(0.02238)
912, egg,3,(0.03356), nne,3,(0.03356), cce,2,(0.02238)
913, ele,3,(0.03356), nol,3,(0.03356), cch,2,(0.02238)
914, eli,3,(0.03356), nor,3,(0.03356), cci,2,(0.02238)
915, emm,3,(0.03356), oap,3,(0.03356), cor,2,(0.02238)
916, ent,3,(0.03356), oba,3,(0.03356), coy,2,(0.02238)
917, epo,3,(0.03356), obi,3,(0.03356), cti,2,(0.02238)
918, equ,3,(0.03356), obr,3,(0.03356), cum,2,(0.02238)
919, eru,3,(0.03356), occ,3,(0.03356), cut,2,(0.02238)
920, evi,3,(0.03356), och,3,(0.03356), dad,2,(0.02238)
921, exa,3,(0.03356), oco,3,(0.03356), dan,2,(0.02238)
922, exp,3,(0.03356), odd,3,(0.03356), deo,2,(0.02238)
923, exu,3,(0.03356), odu,3,(0.03356), dhe,2,(0.02238)
924, fag,3,(0.03356), oer,3,(0.03356), dii,2,(0.02238)
925, fec,3,(0.03356), oes,3,(0.03356), dio,2,(0.02238)
926, fei,3,(0.03356), ohe,3,(0.03356), dol,2,(0.02238)
927, fem,3,(0.03356), oit,3,(0.03356), dor,2,(0.02238)
928, fen,3,(0.03356), olf,3,(0.03356), dra,2,(0.02238)
929, feu,3,(0.03356), oly,3,(0.03356), dri,2,(0.02238)
930, fis,3,(0.03356), onc,3,(0.03356), dry,2,(0.02238)
931, fly,3,(0.03356), oob,3,(0.03356), eae,2,(0.02238)
932, foa,3,(0.03356), opi,3,(0.03356), eap,2,(0.02238)
933, fog,3,(0.03356), opo,3,(0.03356), eba,2,(0.02238)
934, foi,3,(0.03356), osk,3,(0.03356), ece,2,(0.02238)
935, fon,3,(0.03356), oue,3,(0.03356), ech,2,(0.02238)
936, fru,3,(0.03356), ouk,3,(0.03356), edo,2,(0.02238)
937, gag,3,(0.03356), oum,3,(0.03356), eft,2,(0.02238)
938, gai,3,(0.03356), ova,3,(0.03356), efy,2,(0.02238)
939, gay,3,(0.03356), ovi,3,(0.03356), ege,2,(0.02238)
940, gem,3,(0.03356), ows,3,(0.03356), egs,2,(0.02238)
941, ger,3,(0.03356), oxa,3,(0.03356), eir,2,(0.02238)
942, ges,3,(0.03356), pal,3,(0.03356), eky,2,(0.02238)
943, gib,3,(0.03356), pan,3,(0.03356), elm,2,(0.02238)
944, gin,3,(0.03356), pik,3,(0.03356), elp,2,(0.02238)
945, giv,3,(0.03356), pil,3,(0.03356), eny,2,(0.02238)
946, goa,3,(0.03356), pir,3,(0.03356), epe,2,(0.02238)
947, gum,3,(0.03356), pit,3,(0.03356), erk,2,(0.02238)
948, gun,3,(0.03356), pod,3,(0.03356), erm,2,(0.02238)
949, gut,3,(0.03356), por,3,(0.03356), ern,2,(0.02238)
950, haj,3,(0.03356), ppe,3,(0.03356), esh,2,(0.02238)
951, hak,3,(0.03356), pra,3,(0.03356), ety,2,(0.02238)
952, hap,3,(0.03356), pur,3,(0.03356), eze,2,(0.02238)
953, has,3,(0.03356), rab,3,(0.03356), ffe,2,(0.02238)
954, haw,3,(0.03356), rau,3,(0.03356), ffo,2,(0.02238)
955, hay,3,(0.03356), ret,3,(0.03356), fia,2,(0.02238)
956, hed,3,(0.03356), rey,3,(0.03356), fir,2,(0.02238)
957, hee,3,(0.03356), rge,3,(0.03356), fis,2,(0.02238)
958, hid,3,(0.03356), rif,3,(0.03356), fog,2,(0.02238)
959, hik,3,(0.03356), rol,3,(0.03356), ful,2,(0.02238)
960, hip,3,(0.03356), rub,3,(0.03356), fus,2,(0.02238)
961, hoi,3,(0.03356), rud,3,(0.03356), gee,2,(0.02238)
962, hot,3,(0.03356), ryl,3,(0.03356), gia,2,(0.02238)
963, hus,3,(0.03356), sle,3,(0.03356), gid,2,(0.02238)
964, ici,3,(0.03356), soa,3,(0.03356), git,2,(0.02238)
965, idl,3,(0.03356), ssa,3,(0.03356), gmy,2,(0.02238)
966, ina,3,(0.03356), tag,3,(0.03356), gna,2,(0.02238)
967, inc,3,(0.03356), tal,3,(0.03356), had,2,(0.02238)
968, ink,3,(0.03356), tap,3,(0.03356), hat,2,(0.02238)
969, int,3,(0.03356), ter,3,(0.03356), hns,2,(0.02238)
970, iod,3,(0.03356), the,3,(0.03356), how,2,(0.02238)
971, isl,3,(0.03356), tin,3,(0.03356), iak,2,(0.02238)
972, jac,3,(0.03356), tir,3,(0.03356), ian,2,(0.02238)
973, jam,3,(0.03356), tou,3,(0.03356), iar,2,(0.02238)
974, jau,3,(0.03356), tra,3,(0.03356), ibe,2,(0.02238)
975, jel,3,(0.03356), tro,3,(0.03356), ibi,2,(0.02238)
976, jet,3,(0.03356), tud,3,(0.03356), ict,2,(0.02238)
977, joi,3,(0.03356), ual,3,(0.03356), igo,2,(0.02238)
978, jud,3,(0.03356), uas,3,(0.03356), ili,2,(0.02238)
979, juk,3,(0.03356), uca,3,(0.03356), ima,2,(0.02238)
980, jum,3,(0.03356), uce,3,(0.03356), imb,2,(0.02238)
981, kab,3,(0.03356), uci,3,(0.03356), imi,2,(0.02238)
982, keb,3,(0.03356), ucr,3,(0.03356), imo,2,(0.02238)
983, khe,3,(0.03356), udo,3,(0.03356), ini,2,(0.02238)
984, kni,3,(0.03356), uel,3,(0.03356), iol,2,(0.02238)
985, kro,3,(0.03356), ues,3,(0.03356), iom,2,(0.02238)
986, kud,3,(0.03356), uet,3,(0.03356), iot,2,(0.02238)
987, law,3,(0.03356), uft,3,(0.03356), irn,2,(0.02238)
988, lax,3,(0.03356), uic,3,(0.03356), iro,2,(0.02238)
989, laz,3,(0.03356), uid,3,(0.03356), iru,2,(0.02238)
990, let,3,(0.03356), ulg,3,(0.03356), isy,2,(0.02238)
991, lig,3,(0.03356), uni,3,(0.03356), ita,2,(0.02238)
992, lil,3,(0.03356), uot,3,(0.03356), itt,2,(0.02238)
993, lip,3,(0.03356), upa,3,(0.03356), iva,2,(0.02238)
994, lis,3,(0.03356), urb,3,(0.03356), ivs,2,(0.02238)
995, lod,3,(0.03356), utu,3,(0.03356), ivy,2,(0.02238)
996, lon,3,(0.03356), uye,3,(0.03356), izz,2,(0.02238)
997, lug,3,(0.03356), uzz,3,(0.03356), jah,2,(0.02238)
998, lus,3,(0.03356), wam,3,(0.03356), jos,2,(0.02238)
999, lut,3,(0.03356), wat,3,(0.03356), jou,2,(0.02238)
1000, lya,3,(0.03356), wea,3,(0.03356), kar,2,(0.02238)
1001, lyc,3,(0.03356), wel,3,(0.03356), kee,2,(0.02238)
1002, mad,3,(0.03356), wir,3,(0.03356), khs,2,(0.02238)
1003, maz,3,(0.03356), wis,3,(0.03356), kie,2,(0.02238)
1004, mik,3,(0.03356), wne,3,(0.03356), kin,2,(0.02238)
1005, mun,3,(0.03356), wor,3,(0.03356), kka,2,(0.02238)
1006, nab,3,(0.03356), xil,3,(0.03356), kle,2,(0.02238)
1007, nam,3,(0.03356), xin,3,(0.03356), kos,2,(0.02238)
1008, nei,3,(0.03356), xon,3,(0.03356), kum,2,(0.02238)
1009, net,3,(0.03356), yar,3,(0.03356), lad,2,(0.02238)
1010, neu,3,(0.03356), ybe,3,(0.03356), lah,2,(0.02238)
1011, nev,3,(0.03356), yle,3,(0.03356), lak,2,(0.02238)
1012, nix,3,(0.03356), yli,3,(0.03356), lat,2,(0.02238)
1013, nob,3,(0.03356), ylo,3,(0.03356), law,2,(0.02238)
1014, nos,3,(0.03356), yma,3,(0.03356), lax,2,(0.02238)
1015, nov,3,(0.03356), yme,3,(0.03356), lby,2,(0.02238)
1016, nur,3,(0.03356), ync,3,(0.03356), lci,2,(0.02238)
1017, oas,3,(0.03356), yoi,3,(0.03356), lco,2,(0.02238)
1018, oat,3,(0.03356), ysi,3,(0.03356), ldo,2,(0.02238)
1019, och,3,(0.03356), yst,3,(0.03356), ldy,2,(0.02238)
1020, off,3,(0.03356), zar,3,(0.03356), lei,2,(0.02238)
1021, ogl,3,(0.03356), aci,2,(0.02238), lem,2,(0.02238)
1022, old,3,(0.03356), adh,2,(0.02238), lge,2,(0.02238)
1023, ome,3,(0.03356), aev,2,(0.02238), lgy,2,(0.02238)
1024, opi,3,(0.03356), agr,2,(0.02238), lif,2,(0.02238)
1025, orl,3,(0.03356), aha,2,(0.02238), lim,2,(0.02238)
1026, ott,3,(0.03356), aiv,2,(0.02238), lip,2,(0.02238)
1027, ova,3,(0.03356), aja,2,(0.02238), lli,2,(0.02238)
1028, ove,3,(0.03356), ald,2,(0.02238), lma,2,(0.02238)
1029, ovo,3,(0.03356), anl,2,(0.02238), lmi,2,(0.02238)
1030, ped,3,(0.03356), anu,2,(0.02238), lol,2,(0.02238)
1031, pep,3,(0.03356), anz,2,(0.02238), lph,2,(0.02238)
1032, pis,3,(0.03356), aol,2,(0.02238), lsa,2,(0.02238)
1033, pix,3,(0.03356), apl,2,(0.02238), lta,2,(0.02238)
1034, poe,3,(0.03356), apu,2,(0.02238), lth,2,(0.02238)
1035, pot,3,(0.03356), arf,2,(0.02238), lti,2,(0.02238)
1036, pru,3,(0.03356), aru,2,(0.02238), mae,2,(0.02238)
1037, pso,3,(0.03356), atl,2,(0.02238), mah,2,(0.02238)
1038, pub,3,(0.03356), ats,2,(0.02238), mel,2,(0.02238)
1039, puc,3,(0.03356), atu,2,(0.02238), mex,2,(0.02238)
1040, puk,3,(0.03356), atz,2,(0.02238), mia,2,(0.02238)
1041, pus,3,(0.03356), auk,2,(0.02238), mis,2,(0.02238)
1042, pyx,3,(0.03356), auv,2,(0.02238), mme,2,(0.02238)
1043, raj,3,(0.03356), auz,2,(0.02238), mol,2,(0.02238)
1044, ral,3,(0.03356), avv,2,(0.02238), mpa,2,(0.02238)
1045, rar,3,(0.03356), awa,2,(0.02238), mpi,2,(0.02238)
1046, raw,3,(0.03356), awd,2,(0.02238), mys,2,(0.02238)
1047, rer,3,(0.03356), awi,2,(0.02238), nat,2,(0.02238)
1048, rev,3,(0.03356), awp,2,(0.02238), nca,2,(0.02238)
1049, rhe,3,(0.03356), awt,2,(0.02238), ncs,2,(0.02238)
1050, ria,3,(0.03356), axo,2,(0.02238), nde,2,(0.02238)
1051, rig,3,(0.03356), ays,2,(0.02238), ndu,2,(0.02238)
1052, rim,3,(0.03356), bas,2,(0.02238), nee,2,(0.02238)
1053, rol,3,(0.03356), bea,2,(0.02238), nef,2,(0.02238)
1054, rom,3,(0.03356), bel,2,(0.02238), nel,2,(0.02238)
1055, rud,3,(0.03356), bon,2,(0.02238), new,2,(0.02238)
1056, rug,3,(0.03356), boo,2,(0.02238), nid,2,(0.02238)
1057, rul,3,(0.03356), bys,2,(0.02238), nie,2,(0.02238)
1058, rut,3,(0.03356), cam,2,(0.02238), nim,2,(0.02238)
1059, sak,3,(0.03356), can,2,(0.02238), nio,2,(0.02238)
1060, sap,3,(0.03356), cat,2,(0.02238), nja,2,(0.02238)
1061, sem,3,(0.03356), cau,2,(0.02238), nji,2,(0.02238)
1062, sic,3,(0.03356), chr,2,(0.02238), nka,2,(0.02238)
1063, sie,3,(0.03356), cid,2,(0.02238), nko,2,(0.02238)
1064, sik,3,(0.03356), cla,2,(0.02238), nof,2,(0.02238)
1065, sim,3,(0.03356), cne,2,(0.02238), nom,2,(0.02238)
1066, sis,3,(0.03356), col,2,(0.02238), num,2,(0.02238)
1067, sko,3,(0.03356), con,2,(0.02238), nup,2,(0.02238)
1068, sly,3,(0.03356), coo,2,(0.02238), nyl,2,(0.02238)
1069, sow,3,(0.03356), cop,2,(0.02238), nze,2,(0.02238)
1070, spl,3,(0.03356), cou,2,(0.02238), nzo,2,(0.02238)
1071, sub,3,(0.03356), cow,2,(0.02238), oae,2,(0.02238)
1072, suc,3,(0.03356), cte,2,(0.02238), oai,2,(0.02238)
1073, sud,3,(0.03356), cti,2,(0.02238), oal,2,(0.02238)
1074, sup,3,(0.03356), ddl,2,(0.02238), oby,2,(0.02238)
1075, syl,3,(0.03356), dea,2,(0.02238), off,2,(0.02238)
1076, tec,3,(0.03356), dit,2,(0.02238), oft,2,(0.02238)
1077, tet,3,(0.03356), dmi,2,(0.02238), ofy,2,(0.02238)
1078, thy,3,(0.03356), dob,2,(0.02238), oic,2,(0.02238)
1079, tid,3,(0.03356), duc,2,(0.02238), oit,2,(0.02238)
1080, tig,3,(0.03356), dze,2,(0.02238), olo,2,(0.02238)
1081, tik,3,(0.03356), eaf,2,(0.02238), ona,2,(0.02238)
1082, tip,3,(0.03356), eag,2,(0.02238), ond,2,(0.02238)
1083, toa,3,(0.03356), ebb,2,(0.02238), onk,2,(0.02238)
1084, tog,3,(0.03356), eci,2,(0.02238), ont,2,(0.02238)
1085, toi,3,(0.03356), edr,2,(0.02238), oor,2,(0.02238)
1086, tsa,3,(0.03356), eec,2,(0.02238), oos,2,(0.02238)
1087, tul,3,(0.03356), eez,2,(0.02238), orm,2,(0.02238)
1088, tyr,3,(0.03356), efo,2,(0.02238), oso,2,(0.02238)
1089, umi,3,(0.03356), ego,2,(0.02238), oul,2,(0.02238)
1090, unf,3,(0.03356), eha,2,(0.02238), pan,2,(0.02238)
1091, unp,3,(0.03356), ehu,2,(0.02238), pay,2,(0.02238)
1092, urg,3,(0.03356), eka,2,(0.02238), peg,2,(0.02238)
1093, usu,3,(0.03356), eod,2,(0.02238), pha,2,(0.02238)
1094, vag,3,(0.03356), eoi,2,(0.02238), pik,2,(0.02238)
1095, veg,3,(0.03356), epl,2,(0.02238), pok,2,(0.02238)
1096, vei,3,(0.03356), epp,2,(0.02238), pot,2,(0.02238)
1097, vie,3,(0.03356), erf,2,(0.02238), poy,2,(0.02238)
1098, vit,3,(0.03356), esk,2,(0.02238), pps,2,(0.02238)
1099, voc,3,(0.03356), eud,2,(0.02238), pra,2,(0.02238)
1100, vod,3,(0.03356), eug,2,(0.02238), pse,2,(0.02238)
1101, vot,3,(0.03356), evo,2,(0.02238), pta,2,(0.02238)
1102, vow,3,(0.03356), evu,2,(0.02238), pus,2,(0.02238)
1103, vro,3,(0.03356), ewl,2,(0.02238), rag,2,(0.02238)
1104, vug,3,(0.03356), exa,2,(0.02238), rap,2,(0.02238)
1105, waf,3,(0.03356), eye,2,(0.02238), raw,2,(0.02238)
1106, wau,3,(0.03356), ffe,2,(0.02238), rax,2,(0.02238)
1107, wed,3,(0.03356), gam,2,(0.02238), rbo,2,(0.02238)
1108, wei,3,(0.03356), gen,2,(0.02238), rca,2,(0.02238)
1109, wen,3,(0.03356), ger,2,(0.02238), rci,2,(0.02238)
1110, wig,3,(0.03356), gha,2,(0.02238), rcy,2,(0.02238)
1111, wip,3,(0.03356), gis,2,(0.02238), rda,2,(0.02238)
1112, wiv,3,(0.03356), glo,2,(0.02238), rdo,2,(0.02238)
1113, won,3,(0.03356), hag,2,(0.02238), rea,2,(0.02238)
1114, wro,3,(0.03356), hay,2,(0.02238), ren,2,(0.02238)
1115, xen,3,(0.03356), hec,2,(0.02238), reo,2,(0.02238)
1116, xer,3,(0.03356), hed,2,(0.02238), rfy,2,(0.02238)
1117, yar,3,(0.03356), hef,2,(0.02238), rga,2,(0.02238)
1118, yau,3,(0.03356), hid,2,(0.02238), rgh,2,(0.02238)
1119, yec,3,(0.03356), hif,2,(0.02238), rgs,2,(0.02238)
1120, yel,3,(0.03356), hig,2,(0.02238), rgy,2,(0.02238)
1121, yir,3,(0.03356), hoa,2,(0.02238), ril,2,(0.02238)
1122, yod,3,(0.03356), hoc,2,(0.02238), rme,2,(0.02238)
1123, yok,3,(0.03356), hog,2,(0.02238), rob,2,(0.02238)
1124, zeb,3,(0.03356), hok,2,(0.02238), roc,2,(0.02238)
1125, zoe,3,(0.03356), hra,2,(0.02238), rod,2,(0.02238)
1126, ace,2,(0.02238), hri,2,(0.02238), rro,2,(0.02238)
1127, acm,2,(0.02238), huc,2,(0.02238), rsa,2,(0.02238)
1128, acn,2,(0.02238), huf,2,(0.02238), rsi,2,(0.02238)
1129, ada,2,(0.02238), hug,2,(0.02238), rso,2,(0.02238)
1130, ade,2,(0.02238), iao,2,(0.02238), rtu,2,(0.02238)
1131, adz,2,(0.02238), iat,2,(0.02238), rub,2,(0.02238)
1132, agr,2,(0.02238), ibl,2,(0.02238), rug,2,(0.02238)
1133, aim,2,(0.02238), icr,2,(0.02238), rup,2,(0.02238)
1134, alb,2,(0.02238), ict,2,(0.02238), rvo,2,(0.02238)
1135, ald,2,(0.02238), icu,2,(0.02238), sae,2,(0.02238)
1136, alu,2,(0.02238), ids,2,(0.02238), scs,2,(0.02238)
1137, amu,2,(0.02238), iec,2,(0.02238), sec,2,(0.02238)
1138, anc,2,(0.02238), ief,2,(0.02238), see,2,(0.02238)
1139, apa,2,(0.02238), ieg,2,(0.02238), sei,2,(0.02238)
1140, aph,2,(0.02238), ieu,2,(0.02238), sew,2,(0.02238)
1141, apo,2,(0.02238), iew,2,(0.02238), sex,2,(0.02238)
1142, apr,2,(0.02238), ige,2,(0.02238), sil,2,(0.02238)
1143, aps,2,(0.02238), igl,2,(0.02238), sle,2,(0.02238)
1144, apt,2,(0.02238), igm,2,(0.02238), som,2,(0.02238)
1145, aqu,2,(0.02238), ign,2,(0.02238), sti,2,(0.02238)
1146, ara,2,(0.02238), ika,2,(0.02238), sto,2,(0.02238)
1147, arc,2,(0.02238), ilb,2,(0.02238), sue,2,(0.02238)
1148, ard,2,(0.02238), ilg,2,(0.02238), tet,2,(0.02238)
1149, arv,2,(0.02238), imm,2,(0.02238), tik,2,(0.02238)
1150, asc,2,(0.02238), inz,2,(0.02238), tio,2,(0.02238)
1151, ast,2,(0.02238), iot,2,(0.02238), top,2,(0.02238)
1152, ata,2,(0.02238), ipa,2,(0.02238), try,2,(0.02238)
1153, atm,2,(0.02238), ipo,2,(0.02238), tum,2,(0.02238)
1154, atr,2,(0.02238), iqu,2,(0.02238), tyl,2,(0.02238)
1155, att,2,(0.02238), irc,2,(0.02238), tzy,2,(0.02238)
1156, aun,2,(0.02238), irg,2,(0.02238), uas,2,(0.02238)
