"","str1234","N"
"2828"," kadi",1
"2829"," kafi",1
"2830"," kagu",1
"2831"," kaia",1
"2832"," kaif",1
"2833"," kail",1
"2834"," kain",1
"2835"," kaka",1
"2836"," kaki",1
"2837"," kala",1
"2838"," kale",1
"2839"," kali",1
"2840"," kalp",1
"2841"," kame",1
"2842"," kami",1
"2843"," kana",1
"2844"," kane",1
"2845"," kanj",1
"2846"," kanz",1
"2847"," kaon",1
"2848"," kapa",1
"2849"," kaph",1
"2850"," kapo",1
"2851"," kapp",1
"2852"," kapu",1
"2853"," kara",1
"2854"," karm",1
"2855"," karn",1
"2856"," karo",1
"2857"," kars",1
"2858"," kart",1
"2859"," kash",1
"2860"," kata",1
"2861"," kaur",2
"2862"," kava",1
"2863"," kaya",1
"2864"," kayo",1
"2865"," kazo",1
"2866"," kbar",1
"2867"," keba",2
"2868"," kebo",1
"2869"," keck",1
"2870"," kedg",1
"2871"," keef",1
"2872"," keek",1
"2873"," keel",1
"2874"," keen",1
"2875"," keep",1
"2876"," keet",1
"2877"," keev",1
"2878"," kefi",1
"2879"," keir",1
"2880"," kele",1
"2881"," keli",1
"2882"," kell",1
"2883"," kelp",2
"2884"," kelt",1
"2885"," kemp",2
"2886"," kena",1
"2887"," kenc",1
"2888"," kend",1
"2889"," keno",1
"2890"," kent",1
"2891"," kepi",1
"2892"," kerb",1
"2893"," kerf",1
"2894"," kern",2
"2895"," kerr",1
"2896"," ketc",1
"2897"," keto",1
"2898"," keve",1
"2899"," kevi",1
"2900"," kexe",1
"2901"," keye",1
"2902"," khad",1
"2903"," khaf",1
"2904"," khak",1
"2905"," khan",1
"2906"," khap",1
"2907"," khat",1
"2908"," khed",1
"2909"," khet",2
"2910"," khou",1
"2911"," kian",1
"2912"," kibb",2
"2913"," kibe",2
"2914"," kibl",1
"2915"," kick",2
"2916"," kidd",2
"2917"," kief",1
"2918"," kier",1
"2919"," kike",1
"2920"," kili",1
"2921"," kill",1
"2922"," kiln",1
"2923"," kilo",1
"2924"," kilt",2
"2925"," kina",1
"2926"," kind",1
"2927"," kine",1
"2928"," king",1
"2929"," kini",1
"2930"," kink",2
"2931"," kino",1
"2932"," kios",1
"2933"," kirk",1
"2934"," kirn",1
"2935"," kiss",1
"2936"," kist",1
"2937"," kite",3
"2938"," kith",2
"2939"," kitt",1
"2940"," kiva",1
"2941"," kiwi",1
"2942"," klic",1
"2943"," klik",1
"2944"," klon",1
"2945"," kloo",1
"2946"," klug",1
"2947"," klut",1
"2948"," knac",1
"2949"," knap",1
"2950"," knar",1
"2951"," knau",1
"2952"," knav",1
"2953"," knaw",1
"2954"," knea",1
"2955"," knee",3
"2956"," knel",2
"2957"," knif",1
"2958"," knis",1
"2959"," knit",1
"2960"," knob",1
"2961"," knoc",1
"2962"," knol",1
"2963"," knop",1
"2964"," knos",1
"2965"," knot",1
"2966"," knou",1
"2967"," know",2
"2968"," knur",2
"2969"," koal",1
"2970"," koan",1
"2971"," kobo",1
"2972"," koel",1
"2973"," kohl",1
"2974"," koin",1
"2975"," koji",1
"2976"," kola",1
"2977"," kolo",1
"2978"," komb",1
"2979"," konk",1
"2980"," kook",2
"2981"," kope",1
"2982"," koph",1
"2983"," kopj",1
"2984"," kopp",1
"2985"," kora",3
"2986"," korm",1
"2987"," koru",1
"2988"," koto",2
"2989"," kraa",1
"2990"," kraf",1
"2991"," krai",1
"2992"," krau",1
"2993"," kree",1
"2994"," krew",1
"2995"," kril",1
"2996"," kron",2
"2997"," kroo",1
"2998"," krub",1
"2999"," kudo",1
"3000"," kudu",1
"3001"," kudz",1
"3002"," kufi",1
"3003"," kuge",1
"3004"," kukr",1
"3005"," kula",1
"3006"," kumy",1
"3007"," kurt",1
"3008"," kuru",1
"3009"," kuss",1
"3010"," kvas",1
"3011"," kvel",1
"3012"," kyac",1
"3013"," kyak",1
"3014"," kyar",1
"3015"," kyat",1
"3016"," kyli",1
"3017"," kyri",1
"3018"," kyte",1
"3019"," kyth",1
"3020"," laar",1
"3021"," labe",1
"3022"," labi",1
"3023"," labo",1
"3024"," labr",1
"3025"," lace",4
"3026"," lack",1
"3027"," lade",4
"3028"," ladl",1
"3029"," laev",1
"3030"," laga",1
"3031"," lage",1
"3032"," laha",1
"3033"," laic",2
"3034"," laig",1
"3035"," lair",2
"3036"," lait",2
"3037"," lake",3
"3038"," lakh",1
"3039"," lall",1
"3040"," lama",1
"3041"," lamb",2
"3042"," lame",3
"3043"," lami",1
"3044"," lamp",1
"3045"," lana",1
"3046"," lanc",1
"3047"," land",1
"3048"," lane",1
"3049"," lank",1
"3050"," lape",1
"3051"," lapi",2
"3052"," laps",1
"3053"," larc",1
"3054"," lard",2
"3055"," lare",2
"3056"," larg",2
"3057"," lari",1
"3058"," lark",2
"3059"," laru",1
"3060"," larv",1
"3061"," lase",3
"3062"," lass",2
"3063"," last",1
"3064"," latc",1
"3065"," late",4
"3066"," lath",4
"3067"," latk",1
"3068"," latt",1
"3069"," laua",1
"3070"," laud",1
"3071"," laug",1
"3072"," laur",1
"3073"," lava",1
"3074"," lave",3
"3075"," lawe",1
"3076"," lawn",2
"3077"," laxe",2
"3078"," laxl",1
"3079"," laye",2
"3080"," layi",1
"3081"," layu",1
"3082"," laza",1
"3083"," laze",2
"3084"," leac",1
"3085"," lead",2
"3086"," leaf",2
"3087"," leak",2
"3088"," lean",2
"3089"," leap",2
"3090"," lear",3
"3091"," leas",3
"3092"," leav",2
"3093"," lebe",1
"3094"," ledg",2
"3095"," leec",1
"3096"," leek",1
"3097"," leer",2
"3098"," leet",1
"3099"," left",2
"3100"," lega",1
"3101"," lege",2
"3102"," legg",1
"3103"," legi",1
"3104"," lehr",1
"3105"," lehu",1
"3106"," lema",1
"3107"," lemm",1
"3108"," lemo",1
"3109"," lemu",1
"3110"," lend",1
"3111"," lene",1
"3112"," leni",1
"3113"," leno",1
"3114"," lens",1
"3115"," lent",1
"3116"," leon",1
"3117"," lepe",1
"3118"," lept",1
"3119"," lesb",1
"3120"," lese",1
"3121"," letc",1
"3122"," leth",1
"3123"," letu",1
"3124"," leud",1
"3125"," leve",3
"3126"," levi",2
"3127"," lewi",1
"3128"," lexe",1
"3129"," lexi",1
"3130"," lezz",1
"3131"," lian",3
"3132"," liar",2
"3133"," libe",2
"3134"," libr",2
"3135"," lich",2
"3136"," lici",1
"3137"," lick",1
"3138"," lida",1
"3139"," lido",1
"3140"," lieg",1
"3141"," lien",1
"3142"," lier",1
"3143"," lieu",1
"3144"," liev",1
"3145"," life",1
"3146"," lift",1
"3147"," liga",1
"3148"," lige",1
"3149"," ligh",1
"3150"," like",4
"3151"," lila",1
"3152"," lilo",1
"3153"," lilt",1
"3154"," lima",2
"3155"," limb",5
"3156"," lime",4
"3157"," limi",1
"3158"," limn",1
"3159"," limo",1
"3160"," limp",2
"3161"," lina",1
"3162"," lind",1
"3163"," line",5
"3164"," ling",4
"3165"," lini",1
"3166"," link",2
"3167"," linn",1
"3168"," lino",1
"3169"," lint",2
"3170"," linu",1
"3171"," lion",1
"3172"," lipi",2
"3173"," lipp",1
"3174"," lira",1
"3175"," liro",1
"3176"," lisl",1
"3177"," lisp",1
"3178"," list",1
"3179"," lita",2
"3180"," lite",1
"3181"," lith",2
"3182"," litr",1
"3183"," live",4
"3184"," livi",1
"3185"," livr",1
"3186"," llam",1
"3187"," llan",1
"3188"," loac",1
"3189"," load",1
"3190"," loaf",1
"3191"," loam",2
"3192"," loan",1
"3193"," loat",1
"3194"," loba",1
"3195"," lobb",1
"3196"," lobe",2
"3197"," lobo",1
"3198"," loca",1
"3199"," loch",1
"3200"," lock",1
"3201"," loco",1
"3202"," locu",2
"3203"," lode",2
"3204"," lodg",1
"3205"," loes",1
"3206"," loft",2
"3207"," loga",1
"3208"," loge",1
"3209"," logg",1
"3210"," logi",3
"3211"," logo",3
"3212"," loid",1
"3213"," loin",1
"3214"," loll",2
"3215"," lone",1
"3216"," long",2
"3217"," loob",1
"3218"," looe",2
"3219"," loof",2
"3220"," looi",1
"3221"," look",1
"3222"," loom",1
"3223"," loon",2
"3224"," loop",2
"3225"," loos",1
"3226"," loot",1
"3227"," lope",3
"3228"," lopp",1
"3229"," lora",2
"3230"," lord",1
"3231"," lore",1
"3232"," lori",1
"3233"," lorr",1
"3234"," lose",3
"3235"," loss",1
"3236"," lota",2
"3237"," loti",1
"3238"," loto",1
"3239"," lott",2
"3240"," lotu",1
"3241"," loug",1
"3242"," loui",2
"3243"," loum",1
"3244"," loup",2
"3245"," lour",2
"3246"," lous",2
"3247"," lout",1
"3248"," lova",1
"3249"," love",3
"3250"," lowe",3
"3251"," lowl",1
"3252"," lows",1
"3253"," loxe",2
"3254"," loya",1
"3255"," luau",1
"3256"," lube",2
"3257"," luce",1
"3258"," luci",1
"3259"," luck",2
"3260"," lucr",1
"3261"," lude",1
"3262"," ludi",1
"3263"," luff",2
"3264"," luge",3
"3265"," lull",1
"3266"," lulu",1
"3267"," luma",1
"3268"," lume",1
"3269"," lump",2
"3270"," luna",2
"3271"," lunc",1
"3272"," lune",2
"3273"," lung",3
"3274"," lunk",1
"3275"," lunt",1
"3276"," lupi",1
"3277"," lupu",1
"3278"," lurc",1
"3279"," lure",4
"3280"," luri",1
"3281"," lurk",1
"3282"," lust",2
"3283"," lusu",1
"3284"," lute",3
"3285"," luxe",1
"3286"," lwei",1
"3287"," lyar",2
"3288"," lyas",1
"3289"," lyce",2
"3290"," lycr",1
"3291"," lyin",1
"3292"," lymp",1
"3293"," lync",1
"3294"," lyre",1
"3295"," lyri",1
"3296"," lyse",2
"3297"," lysi",2
"3298"," lyss",1
"3299"," lyti",1
"3300"," lytt",1
"3301"," maar",1
"3302"," mabe",1
"3303"," maca",1
"3304"," mace",3
"3305"," mach",3
"3306"," mack",1
"3307"," macl",1
"3308"," maco",1
"3309"," macr",1
"3310"," mada",1
"3311"," madl",1
"3312"," madr",1
"3313"," mafi",2
"3314"," mage",1
"3315"," magi",1
"3316"," magm",1
"3317"," mago",1
"3318"," magu",1
"3319"," maho",1
"3320"," maid",1
"3321"," mail",3
"3322"," maim",1
"3323"," main",1
"3324"," mair",1
"3325"," mais",1
"3326"," maiz",1
"3327"," majo",1
"3328"," maka",1
"3329"," make",2
"3330"," mako",1
"3331"," mala",1
"3332"," male",1
"3333"," mali",1
"3334"," mall",1
"3335"," malm",2
"3336"," malt",2
"3337"," mama",1
"3338"," mamb",2
"3339"," mame",1
"3340"," mami",1
"3341"," mamm",2
"3342"," mana",2
"3343"," mane",2
"3344"," mang",4
"3345"," mani",2
"3346"," manl",1
"3347"," mann",1
"3348"," mano",2
"3349"," mans",1
"3350"," mant",1
"3351"," manu",1
"3352"," mapl",1
"3353"," maqu",1
"3354"," mara",1
"3355"," marc",2
"3356"," mare",1
"3357"," marg",1
"3358"," mari",1
"3359"," mark",2
"3360"," marl",2
"3361"," marr",1
"3362"," mars",2
"3363"," mart",1
"3364"," marv",1
"3365"," masa",1
"3366"," mase",1
"3367"," mash",1
"3368"," mask",1
"3369"," maso",1
"3370"," mass",3
"3371"," mast",1
"3372"," matc",1
"3373"," mate",4
"3374"," math",1
"3375"," mati",1
"3376"," matt",2
"3377"," matz",2
"3378"," maud",1
"3379"," maul",1
"3380"," maun",1
"3381"," maut",1
"3382"," mauv",1
"3383"," mave",1
"3384"," mavi",3
"3385"," mawe",1
"3386"," maxe",2
"3387"," maxi",2
"3388"," maya",2
"3389"," mayb",1
"3390"," maye",1
"3391"," mayo",2
"3392"," mays",1
"3393"," maze",3
"3394"," mbir",1
"3395"," mead",1
"3396"," meal",2
"3397"," mean",3
"3398"," meat",2
"3399"," mecc",1
"3400"," meda",1
"3401"," medi",3
"3402"," meed",1
"3403"," meet",1
"3404"," mein",1
"3405"," meld",1
"3406"," mele",1
"3407"," meli",1
"3408"," mell",1
"3409"," melo",1
"3410"," melt",2
"3411"," meme",1
"3412"," memo",1
"3413"," mena",1
"3414"," mend",1
"3415"," mens",3
"3416"," ment",1
"3417"," menu",1
"3418"," meou",1
"3419"," meow",1
"3420"," merc",3
"3421"," merd",1
"3422"," mere",2
"3423"," merg",1
"3424"," meri",1
"3425"," merk",1
"3426"," merl",2
"3427"," merr",1
"3428"," mesa",1
"3429"," mesh",1
"3430"," mesi",1
"3431"," mesn",1
"3432"," meso",1
"3433"," mess",1
"3434"," meta",1
"3435"," mete",3
"3436"," meth",1
"3437"," meti",1
"3438"," meto",1
"3439"," metr",2
"3440"," mewe",1
"3441"," mewl",1
"3442"," meze",1
"3443"," mezz",1
"3444"," miao",2
"3445"," mias",1
"3446"," miau",1
"3447"," mica",1
"3448"," mich",1
"3449"," mick",1
"3450"," micr",2
"3451"," midd",1
"3452"," midg",1
"3453"," midi",1
"3454"," mids",1
"3455"," mien",1
"3456"," miff",2
"3457"," migg",1
"3458"," migh",1
"3459"," mike",2
"3460"," mikr",1
"3461"," milc",1
"3462"," mild",1
"3463"," mile",2
"3464"," mili",1
"3465"," milk",2
"3466"," mill",2
"3467"," milo",1
"3468"," milp",1
"3469"," milt",2
"3470"," mime",4
"3471"," mimi",1
"3472"," mina",2
"3473"," minc",2
"3474"," mind",1
"3475"," mine",3
"3476"," ming",1
"3477"," mini",2
"3478"," mink",2
"3479"," minn",1
"3480"," mino",1
"3481"," mint",2
"3482"," minu",1
"3483"," mire",3
"3484"," miri",1
"3485"," mirk",2
"3486"," mirt",1
"3487"," mirz",1
"3488"," misd",1
"3489"," mise",2
"3490"," miso",1
"3491"," miss",1
"3492"," mist",2
"3493"," mite",2
"3494"," miti",1
"3495"," mitr",1
"3496"," mitt",1
"3497"," mixe",3
"3498"," mixu",1
"3499"," mize",1
"3500"," moan",1
"3501"," moat",1
"3502"," moch",1
"3503"," mock",1
"3504"," moda",1
"3505"," mode",3
"3506"," modu",1
"3507"," mogg",1
"3508"," mogu",1
"3509"," mohe",1
"3510"," mohu",1
"3511"," moil",1
"3512"," moir",2
"3513"," mois",1
"3514"," mojo",1
"3515"," moke",1
"3516"," mola",3
"3517"," mold",2
"3518"," mole",1
"3519"," moll",2
"3520"," molt",2
"3521"," mome",1
"3522"," momm",2
"3523"," momu",1
"3524"," mona",2
"3525"," mond",2
"3526"," mone",1
"3527"," mong",1
"3528"," moni",1
"3529"," monk",1
"3530"," mono",1
"3531"," mont",2
"3532"," mooc",1
"3533"," mood",2
"3534"," mooe",1
"3535"," mool",2
"3536"," moon",2
"3537"," moor",2
"3538"," moos",1
"3539"," moot",1
"3540"," mope",4
"3541"," mora",4
"3542"," more",2
"3543"," morn",1
"3544"," moro",1
"3545"," morp",1
"3546"," morr",1
"3547"," mors",1
"3548"," mort",1
"3549"," mose",1
"3550"," mosk",1
"3551"," moss",2
"3552"," most",2
"3553"," mote",4
"3554"," moth",2
"3555"," moti",1
"3556"," moto",1
"3557"," mott",3
"3558"," mouc",1
"3559"," moue",1
"3560"," moul",2
"3561"," moun",2
"3562"," mour",1
"3563"," mous",2
"3564"," mout",1
"3565"," move",3
"3566"," movi",1
"3567"," mowe",2
"3568"," moxa",1
"3569"," moxi",1
"3570"," mozo",1
"3571"," much",1
"3572"," muci",2
"3573"," muck",2
"3574"," muco",1
"3575"," mucr",1
"3576"," mucu",1
"3577"," mudd",1
"3578"," mudr",1
"3579"," muff",1
"3580"," muft",1
"3581"," mugg",2
"3582"," muhl",1
"3583"," muji",1
"3584"," mulc",2
"3585"," mule",3
"3586"," mull",2
"3587"," mumm",2
"3588"," mump",1
"3589"," mumu",1
"3590"," munc",1
"3591"," mung",1
"3592"," muni",1
"3593"," muon",1
"3594"," mura",2
"3595"," mure",3
"3596"," muri",1
"3597"," murk",2
"3598"," murr",4
"3599"," musc",1
"3600"," muse",3
"3601"," mush",1
"3602"," musi",1
"3603"," musk",2
"3604"," muss",1
"3605"," must",3
"3606"," mutc",1
"3607"," mute",3
"3608"," muto",1
"3609"," mutt",1
"3610"," muzz",1
"3611"," myla",1
"3612"," myna",2
"3613"," myoi",1
"3614"," myom",1
"3615"," myop",2
"3616"," myrr",1
"3617"," mysi",1
"3618"," myth",2
"3619"," naan",1
"3620"," nabe",1
"3621"," nabi",1
"3622"," nabo",1
"3623"," nach",1
"3624"," nacr",1
"3625"," nada",1
"3626"," nadi",1
"3627"," naev",1
"3628"," naff",1
"3629"," nagg",1
"3630"," naia",1
"3631"," naif",1
"3632"," nail",1
"3633"," nair",2
"3634"," naiv",1
"3635"," nake",1
"3636"," nakf",1
"3637"," nala",1
"3638"," nale",1
"3639"," name",3
"3640"," nana",1
"3641"," nanc",2
"3642"," nann",1
"3643"," napa",1
"3644"," nape",1
"3645"," napp",3
"3646"," narc",2
"3647"," nard",1
"3648"," nare",1
"3649"," nari",2
"3650"," nark",2
"3651"," nasa",1
"3652"," nast",1
"3653"," nata",1
"3654"," natc",1
"3655"," nate",1
"3656"," natt",1
"3657"," nava",2
"3658"," nave",2
"3659"," navv",1
"3660"," nawa",1
"3661"," nazi",1
"3662"," neap",1
"3663"," near",1
"3664"," neat",2
"3665"," neck",1
"3666"," nedd",1
"3667"," need",2
"3668"," neem",1
"3669"," neep",1
"3670"," negu",1
"3671"," neif",1
"3672"," neig",1
"3673"," neis",1
"3674"," nell",1
"3675"," nema",1
"3676"," nene",1
"3677"," neon",1
"3678"," nerd",2
"3679"," nero",1
"3680"," nert",2
"3681"," nerv",2
"3682"," nest",1
"3683"," neto",1
"3684"," nett",2
"3685"," neuk",1
"3686"," neum",2
"3687"," neve",2
"3688"," nevu",1
"3689"," newe",2
"3690"," newi",1
"3691"," newl",1
"3692"," news",1
"3693"," newt",1
"3694"," nexu",1
"3695"," ngwe",1
"3696"," nica",1
"3697"," nice",1
"3698"," nich",1
"3699"," nick",1
"3700"," nico",1
"3701"," nida",1
"3702"," nide",2
"3703"," nidu",1
"3704"," niec",1
"3705"," niev",1
"3706"," nift",1
"3707"," nigh",2
"3708"," nihi",1
"3709"," nill",1
"3710"," nimb",1
"3711"," nine",1
"3712"," ninj",1
"3713"," ninn",1
"3714"," nino",1
"3715"," nint",1
"3716"," nipa",1
"3717"," nipp",1
"3718"," nise",1
"3719"," nisu",1
"3720"," nite",2
"3721"," niti",1
"3722"," nito",1
"3723"," nitr",2
"3724"," nitt",1
"3725"," niva",1
"3726"," nixe",2
"3727"," nixi",1
"3728"," niza",1
"3729"," nobb",1
"3730"," nobl",2
"3731"," nock",1
"3732"," noda",1
"3733"," nodd",1
"3734"," node",1
"3735"," nodu",1
"3736"," noel",1
"3737"," nogg",1
"3738"," noho",1
"3739"," noil",2
"3740"," noir",1
"3741"," nois",2
"3742"," nolo",1
"3743"," noma",2
"3744"," nome",2
"3745"," nomo",2
"3746"," nona",1
"3747"," nonc",1
"3748"," none",2
"3749"," nony",1
"3750"," nook",2
"3751"," noon",1
"3752"," noos",1
"3753"," nopa",1
"3754"," nori",2
"3755"," norm",1
"3756"," nort",1
"3757"," nose",3
"3758"," nota",1
"3759"," notc",1
"3760"," note",3
"3761"," notu",1
"3762"," noun",1
"3763"," nova",2
"3764"," nove",1
"3765"," nowa",1
"3766"," nowt",1
"3767"," nubb",1
"3768"," nubi",1
"3769"," nuch",1
"3770"," nude",2
"3771"," nudg",1
"3772"," nudi",1
"3773"," nudz",1
"3774"," nuke",2
"3775"," null",1
"3776"," numb",1
"3777"," nume",1
"3778"," nurd",1
"3779"," nurl",1
"3780"," nurs",1
"3781"," nuts",1
"3782"," nutt",1
"3783"," nyal",1
"3784"," nylo",1
"3785"," nymp",1
"3786"," oake",1
"3787"," oaku",1
"3788"," oare",1
"3789"," oase",1
"3790"," oasi",1
"3791"," oast",1
"3792"," oate",2
"3793"," oath",1
"3794"," oave",1
"3795"," obea",1
"3796"," obel",1
"3797"," obes",1
"3798"," obey",1
"3799"," obia",1
"3800"," obit",1
"3801"," obje",1
"3802"," oboe",1
"3803"," obol",3
"3804"," occu",1
"3805"," ocea",1
"3806"," oche",1
"3807"," ochr",2
"3808"," ocke",1
"3809"," ocre",1
"3810"," octa",3
"3811"," octe",1
"3812"," octy",1
"3813"," ocul",1
"3814"," odah",1
"3815"," odde",1
"3816"," oddl",1
"3817"," odeo",1
"3818"," odeu",1
"3819"," odis",1
"3820"," odiu",1
"3821"," odor",1
"3822"," odou",1
"3823"," odyl",2
"3824"," ofay",1
"3825"," offa",1
"3826"," offe",2
"3827"," ofte",2
"3828"," ogam",1
"3829"," ogee",1
"3830"," ogha",1
"3831"," ogiv",1
"3832"," ogle",3
"3833"," ogre",1
"3834"," ohia",1
"3835"," ohin",1
"3836"," ohmi",1
"3837"," oidi",1
"3838"," oile",2
"3839"," oink",1
"3840"," okap",1
"3841"," okay",1
"3842"," okeh",1
"3843"," okra",1
"3844"," olde",2
"3845"," oldi",1
"3846"," olei",2
"3847"," oleo",1
"3848"," oleu",1
"3849"," olio",1
"3850"," oliv",1
"3851"," olla",1
"3852"," olog",1
"3853"," omas",1
"3854"," ombe",1
"3855"," ombr",1
"3856"," omeg",1
"3857"," omen",1
"3858"," omer",1
"3859"," omit",1
"3860"," once",1
"3861"," oner",1
"3862"," onio",1
"3863"," oniu",1
"3864"," onla",1
"3865"," onse",1
"3866"," onti",1
"3867"," oohe",1
"3868"," oomp",1
"3869"," oori",1
"3870"," ooti",1
"3871"," ooze",2
"3872"," opah",1
"3873"," opal",1
"3874"," open",1
"3875"," oper",1
"3876"," opin",2
"3877"," opiu",1
"3878"," opsi",1
"3879"," opte",1
"3880"," opti",1
"3881"," orac",1
"3882"," oral",1
"3883"," oran",1
"3884"," orat",1
"3885"," orbe",1
"3886"," orbi",1
"3887"," orca",1
"3888"," orci",1
"3889"," orde",1
"3890"," ordo",1
"3891"," orea",1
"3892"," orga",1
"3893"," orgi",1
"3894"," orib",1
"3895"," orie",1
"3896"," orle",1
"3897"," orlo",2
"3898"," orme",1
"3899"," orni",1
"3900"," orpi",1
"3901"," orri",1
"3902"," orth",1
"3903"," orzo",1
"3904"," osie",1
"3905"," osmi",1
"3906"," osmo",1
"3907"," ossi",1
"3908"," osti",1
"3909"," othe",1
"3910"," otta",1
"3911"," otte",1
"3912"," otto",1
"3913"," ough",1
"3914"," ounc",1
"3915"," ouph",2
"3916"," ouri",1
"3917"," ouse",1
"3918"," oust",1
"3919"," outb",1
"3920"," outd",1
"3921"," oute",2
"3922"," outg",1
"3923"," outr",1
"3924"," ouze",1
"3925"," ouzo",1
"3926"," oval",1
"3927"," ovar",1
"3928"," ovat",1
"3929"," oven",1
"3930"," over",2
"3931"," ovin",1
"3932"," ovoi",1
"3933"," ovol",2
"3934"," ovul",1
"3935"," owin",1
"3936"," owle",1
"3937"," owne",2
"3938"," owse",1
"3939"," oxbo",1
"3940"," oxey",1
"3941"," oxid",2
"3942"," oxim",2
"3943"," oxli",1
"3944"," oxte",1
"3945"," oyer",1
"3946"," ozon",1
"3947"," paca",1
"3948"," pace",4
"3949"," pach",1
"3950"," pack",1
"3951"," pact",1
"3952"," padd",1
"3953"," padi",1
"3954"," padl",1
"3955"," padr",2
"3956"," paea",1
"3957"," paeo",1
"3958"," paga",1
"3959"," page",3
"3960"," pago",1
"3961"," paik",1
"3962"," pail",1
"3963"," pain",2
"3964"," pair",1
"3965"," pais",2
"3966"," pale",5
"3967"," pall",2
"3968"," palm",2
"3969"," palp",2
"3970"," pals",1
"3971"," pamp",1
"3972"," pand",2
"3973"," pane",3
"3974"," pang",2
"3975"," pani",1
"3976"," pann",1
"3977"," pans",1
"3978"," pant",3
"3979"," papa",3
"3980"," pape",1
"3981"," papp",2
"3982"," para",2
"3983"," parc",1
"3984"," pard",3
"3985"," pare",5
"3986"," parg",2
"3987"," pari",1
"3988"," park",2
"3989"," parl",1
"3990"," paro",1
"3991"," parr",2
"3992"," pars",1
"3993"," part",2
"3994"," parv",2
"3995"," pase",2
"3996"," pash",1
"3997"," pass",1
"3998"," past",4
"3999"," patc",1
"4000"," pate",4
"4001"," path",1
"4002"," pati",2
"4003"," patl",1
"4004"," pats",1
"4005"," patt",1
"4006"," paus",1
"4007"," pava",1
"4008"," pave",3
"4009"," pavi",3
"4010"," pawe",2
"4011"," pawk",1
"4012"," pawl",1
"4013"," pawn",1
"4014"," paxe",1
"4015"," paye",3
"4016"," payo",1
"4017"," peac",2
"4018"," peag",2
"4019"," peak",2
"4020"," peal",1
"4021"," pean",1
"4022"," pear",3
"4023"," peas",1
"4024"," peat",2
"4025"," peav",1
"4026"," peca",1
"4027"," pech",1
"4028"," peck",2
"4029"," peda",1
"4030"," pede",1
"4031"," pedr",1
"4032"," peek",1
"4033"," peel",1
"4034"," peen",1
"4035"," peep",1
"4036"," peer",2
"4037"," peev",1
"4038"," pein",1
"4039"," peis",1
"4040"," peka",1
"4041"," peke",1
"4042"," peki",1
"4043"," peko",1
"4044"," pele",1
"4045"," pelf",1
"4046"," pelo",1
"4047"," pelt",1
"4048"," pena",1
"4049"," penc",1
"4050"," pend",1
"4051"," pene",1
"4052"," peng",1
"4053"," peni",1
"4054"," penn",4
"4055"," peon",2
"4056"," pepl",1
"4057"," pepo",1
"4058"," pepp",1
"4059"," perc",1
"4060"," perd",2
"4061"," pere",2
"4062"," peri",2
"4063"," perk",2
"4064"," perm",1
"4065"," perp",1
"4066"," perr",1
"4067"," pers",1
"4068"," perv",1
"4069"," pesk",1
"4070"," peso",1
"4071"," pest",3
"4072"," peta",1
"4073"," pete",1
"4074"," peti",1
"4075"," pett",3
"4076"," pewe",1
"4077"," pewi",1
"4078"," phag",1
"4079"," phas",1
"4080"," phia",1
"4081"," phlo",1
"4082"," phon",4
"4083"," phot",2
"4084"," phph",1
"4085"," phut",1
"4086"," phyl",2
"4087"," pian",2
"4088"," piba",1
"4089"," pica",2
"4090"," pick",2
"4091"," pico",1
"4092"," picu",1
"4093"," piec",1
"4094"," pier",1
"4095"," piet",2
"4096"," pigg",1
"4097"," pigm",1
"4098"," piin",1
"4099"," pika",1
"4100"," pike",3
"4101"," piki",1
"4102"," pila",4
"4103"," pile",4
"4104"," pili",1
"4105"," pill",1
"4106"," pilo",1
"4107"," pilu",1
"4108"," pima",1
"4109"," pimp",1
"4110"," pina",1
"4111"," pinc",1
"4112"," pine",3
"4113"," ping",2
"4114"," pink",3
"4115"," pinn",2
"4116"," pino",2
"4117"," pint",3
"4118"," pinu",1
"4119"," pion",1
"4120"," piou",1
"4121"," pipa",1
"4122"," pipe",4
"4123"," pipi",1
"4124"," piqu",1
"4125"," pirn",1
"4126"," piro",1
"4127"," pisc",1
"4128"," piso",1
"4129"," pist",1
"4130"," pita",1
"4131"," pitc",1
"4132"," pith",2
"4133"," pito",1
"4134"," pitt",1
"4135"," pivo",1
"4136"," pixe",2
"4137"," pixi",1
"4138"," pizz",1
"4139"," plac",2
"4140"," plag",1
"4141"," plai",3
"4142"," plan",4
"4143"," plas",2
"4144"," plat",3
"4145"," play",2
"4146"," plaz",1
"4147"," plea",3
"4148"," pleb",2
"4149"," plen",1
"4150"," pleo",1
"4151"," plew",1
"4152"," plic",1
"4153"," plie",3
"4154"," plin",1
"4155"," plod",1
"4156"," plon",1
"4157"," plop",1
"4158"," plot",2
"4159"," plow",1
"4160"," ploy",1
"4161"," pluc",1
"4162"," plug",1
"4163"," plum",5
"4164"," plun",1
"4165"," plus",1
"4166"," plye",1
"4167"," poac",1
"4168"," pobo",1
"4169"," pock",2
"4170"," podg",1
"4171"," podi",1
"4172"," poem",1
"4173"," poes",1
"4174"," poet",1
"4175"," poge",1
"4176"," poil",1
"4177"," poin",2
"4178"," pois",1
"4179"," poke",4
"4180"," pola",1
"4181"," pole",3
"4182"," poli",2
"4183"," polk",1
"4184"," poll",1
"4185"," polo",1
"4186"," poly",2
"4187"," pome",1
"4188"," pomm",1
"4189"," pomo",1
"4190"," pomp",1
